timestamp,generation,median,win_rate,max,min,bust_rate,mean,sd,seed,filename
20250813_021941,15,0.00,0.0580,0,0,0.7532,7.6760,6.0600,57,gen015_med0.00_win05_max0_min0_20250813_021941.json
20250813_021949,16,0.00,0.0640,0,0,0.7620,7.3440,5.9617,58,gen016_med0.00_win06_max0_min0_20250813_021949.json
20250813_021957,17,0.00,0.0580,0,0,0.7580,7.5860,6.2337,59,gen017_med0.00_win05_max0_min0_20250813_021957.json
20250813_022005,18,0.00,0.0580,0,0,0.7484,7.7760,5.8670,60,gen018_med0.00_win05_max0_min0_20250813_022005.json
20250813_022013,19,0.00,0.0520,0,0,0.7700,7.2600,6.1342,61,gen019_med0.00_win05_max0_min0_20250813_022013.json
20250813_022021,20,0.00,0.0600,0,0,0.6624,8.6000,5.6523,62,gen020_med0.00_win06_max0_min0_20250813_022021.json
20250813_022029,21,0.00,0.0540,0,0,0.7404,7.9000,6.0549,63,gen021_med0.00_win05_max0_min0_20250813_022029.json
20250813_022037,22,0.00,0.0520,0,0,0.7484,7.7640,6.4983,64,gen022_med0.00_win05_max0_min0_20250813_022037.json
20250813_022045,23,0.00,0.0560,0,0,0.7600,7.3080,6.2454,65,gen023_med0.00_win05_max0_min0_20250813_022045.json
20250813_022930,1,0.00,0.0520,0,0,0.6144,13.3480,30.2126,43,gen001_med0.00_win05_max0_min0_20250813_022930.json
20250813_022942,2,0.00,0.0560,0,0,0.6272,13.7900,32.0036,44,gen002_med0.00_win05_max0_min0_20250813_022942.json
20250813_022954,3,0.00,0.0500,0,0,0.6116,17.9280,57.6186,45,gen003_med0.00_win05_max0_min0_20250813_022954.json
20250813_023007,4,0.00,0.0580,0,0,0.6080,19.9120,65.3717,46,gen004_med0.00_win05_max0_min0_20250813_023007.json
20250813_023019,5,0.00,0.0420,0,0,0.6108,19.6460,81.0758,47,gen005_med0.00_win04_max0_min0_20250813_023019.json
20250813_023032,6,0.00,0.0520,0,0,0.6100,21.0800,68.6282,48,gen006_med0.00_win05_max0_min0_20250813_023032.json
20250813_023045,7,0.00,0.0540,0,0,0.6200,23.0920,77.0286,49,gen007_med0.00_win05_max0_min0_20250813_023045.json
20250813_023058,8,0.00,0.0520,0,0,0.6052,23.8180,91.9630,50,gen008_med0.00_win05_max0_min0_20250813_023058.json
20250813_023111,9,0.00,0.0460,0,0,0.6328,26.9100,123.2165,51,gen009_med0.00_win04_max0_min0_20250813_023111.json
20250813_023130,10,0.00,0.0640,0,0,0.5860,31.1900,102.5453,52,gen010_med0.00_win06_max0_min0_20250813_023130.json
20250813_023144,11,0.00,0.0480,0,0,0.6320,22.8020,96.3862,53,gen011_med0.00_win04_max0_min0_20250813_023144.json
20250813_023157,12,0.00,0.0420,0,0,0.6160,22.1940,80.4639,54,gen012_med0.00_win04_max0_min0_20250813_023157.json
20250813_023210,13,0.00,0.0440,0,0,0.5984,19.3000,58.9034,55,gen013_med0.00_win04_max0_min0_20250813_023210.json
20250813_023222,14,0.00,0.0460,0,0,0.6688,23.6520,94.6652,56,gen014_med0.00_win04_max0_min0_20250813_023222.json
20250813_023235,15,0.00,0.0560,0,0,0.6684,30.7680,118.8121,57,gen015_med0.00_win05_max0_min0_20250813_023235.json
20250813_023248,16,0.00,0.0440,0,0,0.5904,21.7200,63.5503,58,gen016_med0.00_win04_max0_min0_20250813_023248.json
20250813_023300,17,0.00,0.0520,0,0,0.5780,29.9000,104.5844,59,gen017_med0.00_win05_max0_min0_20250813_023300.json
20250813_023313,18,0.00,0.0500,0,0,0.6044,25.7900,76.4573,60,gen018_med0.00_win05_max0_min0_20250813_023313.json
20250813_023327,19,0.00,0.0460,0,0,0.6708,22.3560,81.6536,61,gen019_med0.00_win04_max0_min0_20250813_023327.json
20250813_023340,20,0.00,0.0460,0,0,0.6288,40.2180,183.3401,62,gen020_med0.00_win04_max0_min0_20250813_023340.json
20250813_023353,21,0.00,0.0580,0,0,0.5812,28.5600,91.1385,63,gen021_med0.00_win05_max0_min0_20250813_023353.json
20250813_023406,22,0.00,0.0480,0,0,0.5760,32.7600,103.2283,64,gen022_med0.00_win04_max0_min0_20250813_023406.json
20250813_023420,23,0.00,0.0480,0,0,0.6576,36.5880,169.0872,65,gen023_med0.00_win04_max0_min0_20250813_023420.json
20250813_023436,24,0.00,0.0460,0,0,0.5808,28.5600,95.6265,66,gen024_med0.00_win04_max0_min0_20250813_023436.json
20250813_023453,25,0.00,0.0500,0,0,0.5952,38.1900,138.0064,67,gen025_med0.00_win05_max0_min0_20250813_023453.json
20250813_023506,26,0.00,0.0400,0,0,0.7128,16.0000,59.9794,68,gen026_med0.00_win04_max0_min0_20250813_023506.json
20250813_023519,27,0.00,0.0580,0,0,0.5764,27.7400,79.7464,69,gen027_med0.00_win05_max0_min0_20250813_023519.json
20250813_023531,28,0.00,0.0540,0,0,0.6144,28.3140,104.3035,70,gen028_med0.00_win05_max0_min0_20250813_023531.json
20250813_023544,29,0.00,0.0480,0,0,0.5808,23.0200,66.3843,71,gen029_med0.00_win04_max0_min0_20250813_023544.json
20250813_023557,30,0.00,0.0560,0,0,0.5712,35.9100,111.5676,72,gen030_med0.00_win05_max0_min0_20250813_023557.json
20250813_023609,31,0.00,0.0460,0,0,0.6020,28.9440,92.4732,73,gen031_med0.00_win04_max0_min0_20250813_023609.json
20250813_023622,32,0.00,0.0500,0,0,0.5800,31.0700,92.5122,74,gen032_med0.00_win05_max0_min0_20250813_023622.json
20250813_023635,33,0.00,0.0500,0,0,0.5912,30.9000,105.5191,75,gen033_med0.00_win05_max0_min0_20250813_023635.json
20250813_024400,1,9.00,0.0480,60,0,0.4804,9.9840,10.3166,43,gen001_med9.00_win04_max60_min0_20250813_024400.json
20250813_024412,2,9.00,0.0440,108,0,0.4476,10.0340,9.8834,44,gen002_med9.00_win04_max108_min0_20250813_024412.json
20250813_024423,3,9.00,0.0400,108,0,0.4476,10.6600,10.9723,45,gen003_med9.00_win04_max108_min0_20250813_024423.json
20250813_024434,4,9.00,0.0440,576,0,0.4572,11.8480,33.6616,46,gen004_med9.00_win04_max576_min0_20250813_024434.json
20250813_024445,5,9.00,0.0360,81,0,0.4360,10.1900,9.9626,47,gen005_med9.00_win03_max81_min0_20250813_024445.json
20250813_024457,6,9.00,0.0400,243,0,0.4180,11.8140,15.8399,48,gen006_med9.00_win04_max243_min0_20250813_024457.json
20250813_024508,7,9.00,0.0600,324,0,0.5228,12.5600,19.7753,49,gen007_med9.00_win06_max324_min0_20250813_024508.json
20250813_024520,8,12.00,0.0340,113,0,0.5388,10.7940,12.7879,50,gen008_med12.00_win03_max113_min0_20250813_024520.json
20250813_024533,9,12.00,0.0300,144,0,0.5420,11.2900,13.6699,51,gen009_med12.00_win03_max144_min0_20250813_024533.json
20250813_024552,10,12.00,0.0280,48,0,0.5340,11.2480,10.6723,52,gen010_med12.00_win02_max48_min0_20250813_024552.json
20250813_024610,11,12.00,0.0400,108,0,0.5516,11.5020,13.8690,53,gen011_med12.00_win04_max108_min0_20250813_024610.json
20250813_024628,12,12.00,0.0440,141,0,0.5348,12.7880,17.4941,54,gen012_med12.00_win04_max141_min0_20250813_024628.json
20250813_024640,13,12.00,0.0380,324,0,0.5456,12.5760,21.5822,55,gen013_med12.00_win03_max324_min0_20250813_024640.json
20250813_024652,14,12.00,0.0460,324,0,0.5168,14.4280,26.5218,56,gen014_med12.00_win04_max324_min0_20250813_024652.json
20250813_024704,15,12.00,0.0380,112,0,0.5088,12.8860,15.7042,57,gen015_med12.00_win03_max112_min0_20250813_024704.json
20250813_024716,16,12.00,0.0480,324,0,0.5216,13.1740,22.5375,58,gen016_med12.00_win04_max324_min0_20250813_024716.json
20250813_024727,17,12.00,0.0440,135,0,0.5236,13.4200,15.4306,59,gen017_med12.00_win04_max135_min0_20250813_024727.json
20250813_024740,18,12.00,0.0360,324,0,0.5348,12.7660,23.9409,60,gen018_med12.00_win03_max324_min0_20250813_024740.json
20250813_024752,19,12.00,0.0460,324,0,0.5428,13.0120,21.3769,61,gen019_med12.00_win04_max324_min0_20250813_024752.json
20250813_024804,20,12.00,0.0360,144,0,0.5408,12.6180,17.4128,62,gen020_med12.00_win03_max144_min0_20250813_024804.json
20250813_024822,21,12.00,0.0400,112,0,0.5104,12.7240,15.4952,63,gen021_med12.00_win04_max112_min0_20250813_024822.json
20250813_024840,22,12.00,0.0480,324,0,0.5096,14.5400,25.7690,64,gen022_med12.00_win04_max324_min0_20250813_024840.json
20250813_024852,23,12.00,0.0360,324,0,0.5172,13.6880,20.3803,65,gen023_med12.00_win03_max324_min0_20250813_024852.json
20250813_024904,24,12.00,0.0420,324,0,0.5388,12.4440,20.5849,66,gen024_med12.00_win04_max324_min0_20250813_024904.json
20250813_024916,25,12.00,0.0400,324,0,0.5416,13.3180,22.9039,67,gen025_med12.00_win04_max324_min0_20250813_024916.json
20250813_024929,26,12.00,0.0420,432,0,0.5392,13.6840,25.9177,68,gen026_med12.00_win04_max432_min0_20250813_024929.json
20250813_024942,27,12.00,0.0380,324,0,0.5160,14.2660,26.2412,69,gen027_med12.00_win03_max324_min0_20250813_024942.json
20250813_025001,28,12.00,0.0440,148,0,0.5324,13.0160,16.0361,70,gen028_med12.00_win04_max148_min0_20250813_025001.json
20250813_025020,29,12.00,0.0440,112,0,0.5060,14.2940,19.2420,71,gen029_med12.00_win04_max112_min0_20250813_025020.json
20250813_025041,30,12.00,0.0380,144,0,0.5364,13.0220,18.8805,72,gen030_med12.00_win03_max144_min0_20250813_025041.json
20250813_025058,31,12.00,0.0400,324,0,0.5168,14.9500,24.4581,73,gen031_med12.00_win04_max324_min0_20250813_025058.json
20250813_025117,32,12.00,0.0440,135,0,0.5228,14.3300,19.2217,74,gen032_med12.00_win04_max135_min0_20250813_025117.json
20250813_025137,33,12.00,0.0420,324,0,0.5176,14.1080,22.2864,75,gen033_med12.00_win04_max324_min0_20250813_025137.json
20250813_025154,34,12.00,0.0400,324,0,0.5324,13.5600,23.0504,76,gen034_med12.00_win04_max324_min0_20250813_025154.json
20250813_025206,35,12.00,0.0360,149,0,0.5296,12.6300,16.9790,77,gen035_med12.00_win03_max149_min0_20250813_025206.json
20250813_025218,36,12.00,0.0440,113,0,0.5272,12.3800,16.6158,78,gen036_med12.00_win04_max113_min0_20250813_025218.json
20250813_025233,37,12.00,0.0360,108,0,0.5312,11.7740,13.9598,79,gen037_med12.00_win03_max108_min0_20250813_025233.json
20250813_025248,38,12.00,0.0360,432,0,0.5316,14.0580,32.1403,80,gen038_med12.00_win03_max432_min0_20250813_025248.json
20250813_025304,39,12.00,0.0380,324,0,0.5172,13.1280,21.2071,81,gen039_med12.00_win03_max324_min0_20250813_025304.json
20250813_025316,40,12.00,0.0440,324,0,0.5048,14.1220,26.2400,82,gen040_med12.00_win04_max324_min0_20250813_025316.json
20250813_025331,41,12.00,0.0380,144,0,0.5100,13.2600,18.4114,83,gen041_med12.00_win03_max144_min0_20250813_025331.json
20250813_025349,42,12.00,0.0420,432,0,0.5288,15.3560,32.9469,84,gen042_med12.00_win04_max432_min0_20250813_025349.json
20250813_025402,43,12.00,0.0380,324,0,0.5224,15.3100,29.9504,85,gen043_med12.00_win03_max324_min0_20250813_025402.json
20250813_025417,44,12.00,0.0400,324,0,0.5248,15.1840,31.8908,86,gen044_med12.00_win04_max324_min0_20250813_025417.json
20250813_025436,45,12.00,0.0400,324,0,0.5184,15.3480,31.4449,87,gen045_med12.00_win04_max324_min0_20250813_025436.json
20250813_025456,46,12.00,0.0340,216,0,0.5192,13.3720,21.4180,88,gen046_med12.00_win03_max216_min0_20250813_025456.json
20250813_025513,47,12.00,0.0380,144,0,0.5312,13.0760,19.5975,89,gen047_med12.00_win03_max144_min0_20250813_025513.json
20250813_025528,48,12.00,0.0400,324,0,0.5040,15.6420,32.6944,90,gen048_med12.00_win04_max324_min0_20250813_025528.json
20250813_025545,49,12.00,0.0380,324,0,0.5164,15.9500,33.3462,91,gen049_med12.00_win03_max324_min0_20250813_025545.json
20250813_025558,50,12.00,0.0500,324,0,0.5168,14.3840,26.2646,92,gen050_med12.00_win05_max324_min0_20250813_025558.json
20250813_025610,51,12.00,0.0400,135,0,0.5368,12.3620,16.9933,93,gen051_med12.00_win04_max135_min0_20250813_025610.json
20250813_025626,52,12.00,0.0440,324,0,0.5196,13.9400,22.0908,94,gen052_med12.00_win04_max324_min0_20250813_025626.json
20250813_025641,53,12.00,0.0420,113,0,0.5180,13.5040,18.3586,95,gen053_med12.00_win04_max113_min0_20250813_025641.json
20250813_025653,54,12.00,0.0300,113,0,0.5264,12.9940,18.0770,96,gen054_med12.00_win03_max113_min0_20250813_025653.json
20250813_025706,55,12.00,0.0340,324,0,0.5324,13.1600,24.7325,97,gen055_med12.00_win03_max324_min0_20250813_025706.json
20250813_025726,56,12.00,0.0380,432,0,0.5388,13.4720,25.6202,98,gen056_med12.00_win03_max432_min0_20250813_025726.json
20250813_025747,57,12.00,0.0380,324,0,0.5372,14.5820,32.2176,99,gen057_med12.00_win03_max324_min0_20250813_025747.json
20250813_025802,58,12.00,0.0380,324,0,0.5104,14.8580,26.4663,100,gen058_med12.00_win03_max324_min0_20250813_025802.json
20250813_025824,59,12.00,0.0400,324,0,0.5124,14.2700,26.8120,101,gen059_med12.00_win04_max324_min0_20250813_025824.json
20250813_025957,1,8.00,0.0560,112,0,0.5420,11.4520,14.3307,43,gen001_med8.00_win05_max112_min0_20250813_025957.json
20250813_030009,2,8.00,0.0520,80,0,0.5476,11.4000,12.9809,44,gen002_med8.00_win05_max80_min0_20250813_030009.json
20250813_030020,3,3.00,0.0640,1875,0,0.5228,15.9820,89.7165,45,gen003_med3.00_win06_max1875_min0_20250813_030020.json
20250813_030032,4,6.50,0.0520,432,0,0.5792,12.2540,26.1692,46,gen004_med6.50_win05_max432_min0_20250813_030032.json
20250813_030044,5,3.00,0.0620,500,0,0.5472,14.4720,48.4403,47,gen005_med3.00_win06_max500_min0_20250813_030044.json
20250813_030056,6,5.00,0.0660,540,0,0.6264,13.5900,36.5098,48,gen006_med5.00_win06_max540_min0_20250813_030056.json
20250813_030108,7,5.00,0.0760,540,0,0.5992,15.1300,40.5109,49,gen007_med5.00_win07_max540_min0_20250813_030108.json
20250813_030121,8,3.00,0.0540,500,0,0.5260,13.5580,40.9795,50,gen008_med3.00_win05_max500_min0_20250813_030121.json
20250813_030141,9,5.00,0.0620,185,0,0.6116,13.1120,23.6526,51,gen009_med5.00_win06_max185_min0_20250813_030141.json
20250813_030154,10,5.00,0.0540,405,0,0.6316,12.6000,27.3814,52,gen010_med5.00_win05_max405_min0_20250813_030154.json
20250813_030206,11,5.00,0.0500,185,0,0.6052,12.5200,20.2793,53,gen011_med5.00_win05_max185_min0_20250813_030206.json
20250813_030218,12,3.00,0.0520,1875,0,0.5364,15.9000,92.1906,54,gen012_med3.00_win05_max1875_min0_20250813_030218.json
20250813_030230,13,4.00,0.0580,576,0,0.5340,15.3300,41.0815,55,gen013_med4.00_win05_max576_min0_20250813_030230.json
20250813_030243,14,5.00,0.0480,540,0,0.5964,14.9400,35.4866,56,gen014_med5.00_win04_max540_min0_20250813_030243.json
20250813_030255,15,5.00,0.0580,405,0,0.5672,15.2420,28.0886,57,gen015_med5.00_win05_max405_min0_20250813_030255.json
20250813_030434,1,6.00,0.0533,576,0,0.4951,13.0667,39.4899,43,gen001_med6.00_win05_max576_min0_20250813_030434.json
20250813_030523,2,6.00,0.0580,1024,0,0.5040,16.3093,64.7099,44,gen002_med6.00_win05_max1024_min0_20250813_030523.json
20250813_030618,3,7.00,0.0447,324,0,0.4719,11.8473,18.6885,45,gen003_med7.00_win04_max324_min0_20250813_030618.json
20250813_030702,4,4.00,0.0793,576,0,0.5431,18.9960,60.5278,46,gen004_med4.00_win07_max576_min0_20250813_030702.json
20250813_030757,5,4.00,0.0833,576,0,0.5411,18.5707,55.7333,47,gen005_med4.00_win08_max576_min0_20250813_030757.json
20250813_030852,6,4.00,0.0793,576,0,0.5232,20.6673,63.9048,48,gen006_med4.00_win07_max576_min0_20250813_030852.json
20250813_030937,7,4.00,0.0687,768,0,0.5383,19.0507,65.9176,49,gen007_med4.00_win06_max768_min0_20250813_030937.json
20250813_031022,8,4.00,0.0640,768,0,0.5341,19.0940,58.8999,50,gen008_med4.00_win06_max768_min0_20250813_031022.json
20250813_031112,9,4.00,0.0593,576,0,0.5464,17.3040,57.1333,51,gen009_med4.00_win05_max576_min0_20250813_031112.json
20250813_031201,10,4.00,0.0747,768,0,0.5293,18.2387,58.1213,52,gen010_med4.00_win07_max768_min0_20250813_031201.json
20250813_031249,11,4.00,0.0560,768,0,0.5437,16.1067,50.2603,53,gen011_med4.00_win05_max768_min0_20250813_031249.json
20250813_031336,12,4.00,0.0587,576,0,0.5439,19.3960,61.6981,54,gen012_med4.00_win05_max576_min0_20250813_031336.json
20250813_031447,13,4.00,0.0647,576,0,0.5377,19.5180,66.0777,55,gen013_med4.00_win06_max576_min0_20250813_031447.json
20250813_031547,14,4.00,0.0573,1024,0,0.5420,17.7693,60.1715,56,gen014_med4.00_win05_max1024_min0_20250813_031547.json
20250813_031655,15,4.00,0.0640,768,0,0.5372,18.5040,63.1725,57,gen015_med4.00_win06_max768_min0_20250813_031655.json
20250813_031738,16,4.00,0.0540,768,0,0.5445,17.8860,60.6556,58,gen016_med4.00_win05_max768_min0_20250813_031738.json
20250813_031842,17,4.00,0.0500,576,0,0.5473,16.4020,50.7121,59,gen017_med4.00_win05_max576_min0_20250813_031842.json
20250813_031925,18,4.00,0.0580,768,0,0.5473,17.9773,60.5435,60,gen018_med4.00_win05_max768_min0_20250813_031925.json
20250813_032025,19,4.00,0.0527,768,0,0.5372,18.5653,60.3590,61,gen019_med4.00_win05_max768_min0_20250813_032025.json
20250813_032134,20,3.00,0.0593,768,0,0.5399,20.5120,81.5265,62,gen020_med3.00_win05_max768_min0_20250813_032134.json
20250813_032242,21,3.00,0.0613,768,0,0.5315,20.3093,83.4636,63,gen021_med3.00_win06_max768_min0_20250813_032242.json
20250813_032327,22,3.00,0.0600,768,0,0.5323,20.3480,77.9567,64,gen022_med3.00_win06_max768_min0_20250813_032327.json
20250813_032426,23,4.00,0.0620,768,0,0.5408,20.4873,67.1503,65,gen023_med4.00_win06_max768_min0_20250813_032426.json
20250813_032517,24,4.00,0.0593,768,0,0.5249,19.6367,66.7567,66,gen024_med4.00_win05_max768_min0_20250813_032517.json
20250813_032626,25,4.00,0.0653,576,0,0.5327,21.2780,67.2830,67,gen025_med4.00_win06_max576_min0_20250813_032626.json
20250813_032710,26,3.00,0.0667,768,0,0.5287,24.2553,93.2812,68,gen026_med3.00_win06_max768_min0_20250813_032710.json
20250813_032813,27,4.00,0.0567,576,0,0.5413,19.3513,62.1924,69,gen027_med4.00_win05_max576_min0_20250813_032813.json
20250813_032919,28,3.00,0.0573,768,0,0.5332,20.3360,79.9013,70,gen028_med3.00_win05_max768_min0_20250813_032919.json
20250813_033023,29,3.00,0.0647,768,0,0.5353,24.6847,98.1268,71,gen029_med3.00_win06_max768_min0_20250813_033023.json
20250813_033115,30,3.00,0.0700,324,0,0.4881,22.5313,59.3949,72,gen030_med3.00_win07_max324_min0_20250813_033115.json
20250813_033206,31,3.00,0.0580,324,0,0.4967,21.2973,56.4865,73,gen031_med3.00_win05_max324_min0_20250813_033206.json
20250813_053116,0,48cf6135ed8c32b7,7.0000,0.033333,323,0,0.498400,10.942667,19.012295,42,gen000_48cf6135_20250813_053116.json
20250813_053202,1,655b32434429b68c,5.0000,0.065333,576,0,0.595467,17.547333,56.121449,42,gen001_655b3243_20250813_053202.json
20250813_053249,2,2ce1e38524d44272,4.0000,0.048000,864,0,0.572400,18.198000,59.940839,42,gen002_2ce1e385_20250813_053249.json
20250813_053338,3,8a7706a03f7806c6,5.0000,0.036667,864,0,0.604667,19.284667,66.982005,42,gen003_8a7706a0_20250813_053338.json
20250813_053426,4,10f0ecbf5f5a633e,5.0000,0.034667,768,0,0.596800,20.112000,63.146883,42,gen004_10f0ecbf_20250813_053426.json
20250813_053514,5,f103dcc1bf96f1f7,4.0000,0.038000,1764,0,0.636533,25.859333,101.761831,42,gen005_f103dcc1_20250813_053514.json
20250813_053604,6,28687d949bd5d233,0.0000,0.040000,648,0,0.638400,22.460667,81.583383,42,gen006_28687d94_20250813_053604.json
20250813_053707,7,81080b6885e9531d,0.0000,0.039333,756,0,0.623733,25.964667,89.079699,42,gen007_81080b68_20250813_053707.json
20250813_053814,8,efabb9951ae5a28b,5.0000,0.035333,486,0,0.647600,22.190000,71.558167,42,gen008_efabb995_20250813_053814.json
20250813_053917,9,28687d949bd5d233,0.0000,0.038000,648,0,0.622267,24.298000,87.514417,42,gen009_28687d94_20250813_053917.json
20250813_054025,10,2ed5c9f68599c3ca,0.0000,0.036000,486,0,0.624400,21.808667,69.798835,42,gen010_2ed5c9f6_20250813_054025.json
20250813_054139,11,904657e2c50e0991,0.0000,0.035333,960,0,0.663467,24.068667,94.262626,42,gen011_904657e2_20250813_054139.json
20250813_054240,12,d9f94fadde8efe48,0.0000,0.036000,648,0,0.623600,24.132667,86.580762,42,gen012_d9f94fad_20250813_054240.json
20250813_054341,13,53ada5bd691123dd,0.0000,0.037333,864,0,0.634800,24.112667,88.254820,42,gen013_53ada5bd_20250813_054341.json
